C:\PCS\PCS64e\Curves\2022'12'26-17'12'20-TupyS-1_3.s2k.out																	
PUP	111.176	1141.42	-0.409019	-0.0170501	0.00223503	0.815418	0.000313386	3.67942	-0.159019	0	0.752994	1.06167	1.43732	-0.00149536	0.0435662	0.737973	-0.193595
																	
C:\PCS\PCS64e\Curves\2022'12'28-02'37'23-TupyS-1_1.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	97.6163	1147.57	-0.14945	0	-0.0103756	0.622022	0.00303467	-1.25724	0.758257	0	-0.550255	1.11011	0.5224	0.515368	-3.36859	-0.244532	0
PUP	101.274	1146.94	-0.202667	-0.00933953	-0.00158816	0.614671	1.00E-30	2.14041	0.0473333	0	0.882367	0.258682	1.5	-0.0326115	-0.368042	0.072101	-0.219418
PUP	120.14	1141.85	-0.403117	-0.0227563	0.00164812	0.790581	0.00372037	2.80342	-0.153117	0	0.870376	0.962323	0.755927	-0.00714118	0.0628914	0.717595	-0.405436
																	
C:\PCS\PCS64e\Curves\2022'12'28-02'39'47-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	97.6484	1146.32	-0.285352	0.0121939	-0.00326524	0.536397	0.00963745	-0.792807	-0.035352	0	0.546953	-0.0544103	-0.427489	-0.0308107	-0.282362	-0.135984	-0.373352
DN	109.196	1143.39	-0.229405	0	-0.0016187	0.730428	0.0225864	3.68424	-0.441069	0	2.95252	1.65214	-0.943977	0.122595	0.137355	0.204673	0
PUP	118.796	1140.81	-0.374173	-0.0206845	0.00171193	0.86669	0.00657636	2.90039	-0.124173	0	0.857613	1.26676	0.184728	-0.00323145	0.132564	0.806426	-0.220298
																	
C:\PCS\PCS64e\Curves\2022'12'28-02'42'44-TupyS-1_3.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	99.9413	1147.66	-0.258814	0.00377402	-0.00239303	0.858483	0.0102936	0.991109	-0.00881409	0	0.721394	1.23393	-0.558724	-0.0398273	-0.132947	0.50565	-0.729556
DN	101.245	1147.32	-0.255361	0	-0.00148922	0.871158	0.0102539	3.40683	-0.830414	0	3.00431	2.35579	-0.0190437	0.562646	-1.86597	0.199512	0
PUP	118.131	1142.22	-0.469623	-0.025195	0.00236824	1.04463	0.000307735	4.54219	-0.219623	0	0.726353	1.97853	1.43845	-0.0126281	-0.0497669	0.911139	-0.230262
																	
C:\PCS\PCS64e\Curves\2022'12'28-02'44'20-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	90.7155	1147.3	-0.383545	-0.000917019	-0.00125077	0.621297	0.000942912	2.80192	-0.133545	0	0.949846	0.285187	1.31142	0.000778917	-0.356058	0.13685	0.607447
																	
C:\PCS\PCS64e\Curves\2022'12'28-02'46'17-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	99.2571	1149.36	-0.0475809	0	-0.0141728	0.73226	-0.00100441	-0.631606	2.28629	0	-2.0691	1.6613	0.674669	0.671376	-3.72999	-0.126143	0
PMAX	100.274	1149.3	-0.0649397	-0.00200074	-0.00956367	0.71322	0	1.0844	0.27759	0	-0.712734	0.792538	1.4	-0.0282808	-0.502447	0.135611	-0.27788
PUP	103.25	1148.97	-0.145757	-0.0156967	-0.00133656	0.69865	-0.00610598	1.74956	0.104243	0	0.932688	0.594599	0.278804	-0.0416117	-0.326807	0.164356	0.0432911
PMAX	122.087	1144.32	-0.361259	-0.0277452	-0.00160453	0.829436	0	3.93052	-0.166888	0	0.879095	1.60605	1.4	-0.00337773	-0.132535	0.710467	-0.362296
PUP	123.741	1143.66	-0.42912	-0.0272345	0.00169796	0.826845	-0.00188518	3.42198	-0.17912	0	0.860408	1.10738	1.12296	-0.0150816	-0.0294837	0.722659	-0.167749
																	
C:\PCS\PCS64e\Curves\2022'12'28-02'49'11-TupyS-1_1.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	99.9376	1146.68	-0.167326	0	-0.0121859	0.620773	0.00407249	-2.13577	0.490105	0	-1.27435	1.10386	0.444564	0.595221	-3.23902	-0.256151	0
PUP	103.594	1145.95	-0.234959	-0.0101124	-0.00121321	0.612906	0.000251837	2.15318	0.0150414	0	0.957359	0.251626	1.44963	-0.0361491	-0.350186	0.0618299	-0.195974
PUP	123.416	1140.01	-0.429312	-0.0205399	0.0021813	0.79865	0.00121722	3.47063	-0.179312	0	0.76374	0.994599	1.25656	-0.00643108	0.21256	0.673166	-0.244243
																	
C:\PCS\PCS64e\Curves\2022'12'28-02'54'50-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	123.376	1139.98	-0.206114	0	-0.00215607	0.665189	0.0262488	6.1632	-0.0917034	0	2.73757	1.32594	-1.21866	-0.0639592	3.36168	0.112326	0
PUP	132.321	1137.71	-0.352587	-0.0169914	0.00267386	0.812139	0.0104824	1.95684	-0.102587	0	0.665229	1.04856	-0.596484	0.0045167	0.47733	0.728681	-0.268403
																	
C:\PCS\PCS64e\Curves\2022'12'28-02'58'05-TupyS-1_3.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	100.934	1147.13	-0.338727	0.00653592	-0.00227033	0.539423	0.00187039	1.1758	-0.0887269	0	0.745933	-0.0423082	1.12592	-0.0286315	-0.394313	-0.135401	-0.00667864
DN	116.781	1142.52	-0.22858	0	-0.00408285	0.759648	0.0223602	3.16378	-0.428697	0	1.96686	1.79824	-0.927014	-0.0882389	0.607399	0.23523	0
PUP	123.41	1140.77	-0.333362	-0.0169791	0.00158004	0.837432	0.00765963	2.47796	-0.083362	0	0.883992	1.14973	-0.031925	0.0031786	0.12186	0.730626	-0.29614
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'07'32-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	98.9333	1148.45	-0.215298	0	-0.00813814	0.636461	-0.00351434	-2.19806	-0.229464	0	0.344745	1.1823	0.486424	0.432561	-4.13054	-0.284089	0
PMAX	99.6142	1148.31	-0.218927	0.00581167	-0.00598659	0.627592	0	0.54736	0.04661	0	0.00268273	0.193141	1.4	-0.0159087	-0.660438	-0.0414313	-0.377295
PUP	100.934	1148	-0.236494	0.000518494	-0.00292827	0.626313	-0.00113525	1.70652	0.0135064	0	0.614347	0.305252	1.27295	-0.0293927	-0.4231	-0.018078	-0.028964
DN	114.13	1144.76	-0.228601	0	-0.0012701	0.764416	0.0195947	3.13425	-0.429008	0	3.09196	1.82208	-0.719605	0.0634774	-0.863808	0.169149	0
PUP	122.75	1142.41	-0.370646	-0.0223466	0.00168287	0.850996	0.00375348	3.17224	-0.120646	0	0.863425	1.20398	0.749304	-0.00143801	0.0328564	0.718152	-0.2734
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'15'50-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	118.765	1141.18	-0.23344	0	-0.00337109	0.804616	0.0268406	3.82312	-0.501602	0	2.25156	2.02308	-1.26304	-0.126457	1.10692	0.332655	0
PUP	126.054	1139.21	-0.338028	-0.0135042	0.00209674	0.927282	0.0127064	1.89537	-0.0880283	0	0.780652	1.50913	-1.04129	0.00614398	0.182024	0.858998	-0.312255
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'12'56-TupyS-1_1.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	116.433	1139.86	-0.228433	0	-0.00424776	0.757657	0.0245472	4.87896	-0.426492	0	1.9009	1.78829	-1.09104	-0.206129	2.66285	0.250583	0
PUP	123.059	1138.11	-0.319961	-0.0108579	0.00242491	0.869528	0.0140948	1.29644	-0.0699612	0	0.715018	1.27811	-1.31895	0.00901044	0.329099	0.776129	-0.422018
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'18'17-TupyS-1_3.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'23'11-TupyS-1_3.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	123.077	1137.31	0.0844656	0.0287029	0.0035525	1.15848	0.00904852	2.95678	0.334466	0	0.4895	2.43393	-0.309704	0.0242354	0	0.562171	-0.57782
MIN	119.06	1137.16	0	0.0145911	0.003658	1.12288	0.0112285	4.38092	0	1.08179	0	2.61439	-0.12285	0	0	0.807597	0
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'27'26-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	102.899	1141.24	-0.264802	0	-0.00372269	1.01565	0.0222343	2.92934	-0.972037	0	2.11093	3.07823	-0.917575	-0.204788	-0.646225	0.480816	0
PMAX	108.21	1139.75	-0.306834	-0.00960981	7.23E-06	1.06036	0	6.30076	-0.085251	0	1.19855	3.22255	1.4	0.0227043	-0.074725	0.820492	-0.203569
PUP	113.168	1138.04	-0.36334	0.0107498	0.00732476	1.02544	-0.00982153	2.62683	-0.11334	0	-0.264951	1.90178	-0.464306	0.0162463	0.0237372	0.611109	0.916556
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'30'02-TupyS-1_1.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	116.447	1139.07	-0.241218	0	-0.00390427	0.820304	0.0222133	5.66898	-0.618273	0	2.03829	2.10152	-0.916001	-0.301425	3.02843	0.336436	0
PUP	122.748	1137.38	-0.309757	-0.00248177	0.00349003	0.897305	0.00986348	1.96546	-0.0597568	0	0.501994	1.38922	-0.472697	0.0134965	0.358685	0.732264	-0.497749
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'31'50-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PMAX	91.6758	1149.56	-0.400322	0.00751736	-0.00756549	0.621958	0	0.151159	-0.225484	0	-0.313097	0.153708	1.4	-0.00197555	-0.568817	0.0438653	-0.33704
PUP	93.9898	1148.6	-0.425682	-0.00116791	-0.00124643	0.615827	-0.00314798	1.83209	-0.175682	0	0.950714	0.263307	0.870404	-0.0121789	-0.428541	0.0614776	0.302594
PUP	121.747	1141.65	-0.116289	0.00540443	0.00271473	1.05535	0.0150024	1.56263	0.133711	0	0.657054	2.02139	-1.50047	0.0225653	0.151039	0.682259	-0.604923
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'35'50-TupyS-1_1.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	122.092	1139.81	0.0499884	0.0204296	0.00198202	0.967747	0.00318553	4.01467	0.299988	0	0.803596	1.67099	0.862893	0.0245888	0	0.385242	-0.0326293
MIN	119.063	1139.73	0	0.0159399	0.000789494	0.96179	0.00511053	3.74564	0	0.812024	0	1.80895	0.488947	0	0	0.63572	0
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'36'47-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	99.5959	1145.25	-0.377391	0.00947592	-0.00121298	0.588562	0.00700068	0.501656	-0.127391	0	0.957404	0.154249	0.0998638	-0.0354292	-0.350024	0.0385642	-0.235581
DN	113.787	1140.89	-0.235853	0	-0.00445211	0.812276	0.0225422	3.66136	-0.537795	0	1.81915	2.06138	-0.940667	0.0725697	0.914974	0.271741	0
PUP	123.386	1138.02	-0.401048	-0.016278	0.00324596	0.902512	0.00237425	3.83692	-0.151048	0	0.550807	1.41005	1.02515	0.000727433	0.245629	0.759863	-0.00425949
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'41'41-TupyS-1_3.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	121.399	1139.78	-0.113998	0	-0.00253455	0.887089	0.0222455	9.59351	1.29002	0	2.58618	2.43544	-0.918416	-0.491895	4.40653	0.285645	0
PUP	127.374	1138.99	-0.169443	-0.00495691	0.00212473	0.983765	0.0147506	1.92415	0.0805574	0	0.775053	1.73506	-1.45013	0.0185438	0.417984	0.739219	-0.392135
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'53'11-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	99.5955	1147.95	-0.332637	0	-0.0129774	0.524259	-0.00375824	-6.60186	-1.98955	0	-1.59098	0.621297	0.468132	0.277139	-3.98532	-0.402575	0
DN	124.381	1140.13	-0.17146	0	-0.00270262	0.865585	0.0179658	7.51487	0.428104	0	2.51895	2.32793	-0.597434	-0.504754	3.04526	0.296821	0
PUP	128.38	1139.42	-0.196233	0.000614738	0.00242038	0.918397	0.0134445	1.68205	0.0537666	0	0.715925	1.47359	-1.1889	0.0187801	0.278313	0.681561	-0.350984
DN	99.5955	1147.95	-0.332637	0	-0.0129774	0.524259	-0.00375824	-6.60186	-1.98955	0	-1.59098	0.621297	0.468132	0.277139	-3.98532	-0.402575	0
DN	124.381	1140.13	-0.17146	0	-0.00270262	0.865585	0.0179658	7.51487	0.428104	0	2.51895	2.32793	-0.597434	-0.504754	3.04526	0.296821	0
PUP	128.38	1139.42	-0.196233	0.000614738	0.00242038	0.918397	0.0134445	1.66875	0.0537666	0	0.715925	1.47359	-1.1889	0.0187801	0.278313	0.681561	-0.364286
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'56'08-TupyS-1_1.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	94.3072	1146.63	-0.333749	0	-0.00638354	0.474669	-0.00441662	-4.06326	-2.00623	0	1.04658	0.373343	0.418754	0.248126	-3.52712	-0.61672	0
DN	117.112	1139.99	-0.165038	0	-0.003333	0.797194	0.0195365	7.67305	0.524427	0	2.2668	1.98597	-0.715239	-0.416197	3.81295	0.214338	0
PUP	123.41	1138.84	-0.207962	-0.00383521	0.00188856	0.880352	0.0114584	2.1569	0.0420381	0	0.822289	1.32141	-0.791688	0.0165783	0.398276	0.641147	-0.293143
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'58'41-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	116.494	1140.74	-0.159928	0.0109737	0.00432812	1.01373	0.00771534	2.89254	0.0900718	0	0.334376	1.85491	-0.0430689	0.0221273	0.0576068	0.635935	-0.0594166
PUP	116.494	1140.74	-0.159928	0.0109737	0.00432812	1.01373	0.00771534	2.71099	0.0900718	0	0.334376	1.85491	-0.0430689	0.0221273	0.0576068	0.635935	-0.240965
																	
C:\PCS\PCS64e\Curves\2022'12'28-03'59'14-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	105.534	1146.75	-0.272717	0	-0.00125963	0.470644	-0.0077782	-1.99883	-1.09075	0	3.09615	0.35322	0.166635	0.0683354	-3.8891	-0.703308	0
DN	128.002	1142.01	-0.0832883	0	-0.00386736	0.736569	0.0241662	5.33889	1.75068	0	2.05306	1.68284	-1.06247	-0.405347	1.18949	0.130631	0
PUP	132.983	1141.51	-0.135986	-0.013612	-0.000665849	0.840672	0.0201889	-0.210175	0.114014	0	1.06683	1.16269	-2.53779	0.012794	0.0659143	0.702267	-0.796897
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'03'05-TupyS-1_3.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'05'20-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	127.024	1141.75	0.24238	0.0255117	-0.000633448	1.21494	0.0107157	3.26858	0.49238	0	1.07331	2.65974	-0.643136	0.0186107	0	0.56802	-0.900349
MIN	111.78	1140.47	0	0.011386	-0.00293917	0.982785	0.026407	2.8143	0	1.72281	0	1.91392	-1.6407	0	0	0.818269	0
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'06'53-TupyS-1_3.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PMAX	100.61	1147.02	-0.334695	0.0210148	-0.0103726	0.582838	0	-1.27614	-0.127043	0	-0.874521	-0.120133	1.4	-0.0151671	-1.0563	-0.266302	-0.216675
PUP	104.247	1145.79	-0.348988	0.00329953	-0.00105072	0.557798	-0.00916623	-0.194876	-0.0989879	0	0.989856	0.0311901	-0.333245	-0.0240121	-0.615731	-0.355767	0.211821
DN	123.398	1140.71	-0.166964	0	-0.00418881	0.666334	0.0162425	5.41641	0.495536	0	1.92447	1.33167	-0.468184	-0.227479	2.50221	-0.141818	0
PUP	127.385	1140.01	-0.205135	-0.0114029	-0.00122218	0.716886	0.0124649	0.339545	0.0448648	0	0.955563	0.667544	-0.992972	0.00490646	0.2084	0.320971	-0.869733
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'09'08-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	113.809	1140.37	-0.276874	0	-0.00401262	1.00028	0.0239464	3.3071	-1.15311	0	1.99495	3.00141	-1.04598	-0.19783	0.196523	0.511139	0
PMAX	118.456	1139.02	-0.325725	-0.0109444	-1.36E-06	1.03296	0	6.20939	-0.113588	0	1.19973	3.03072	1.4	0.0216771	0.0581358	0.841299	-0.228584
PUP	123.084	1137.33	-0.382622	0.00863679	0.00753236	1.00356	-0.00857081	3.04941	-0.132622	0	-0.306473	1.81424	-0.214163	0.0150976	0.106697	0.652786	1.11385
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'11'17-TupyS-1_1.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	102.89	1146.48	-0.297446	0	-0.00784021	0.485028	-0.00302529	-3.68772	-1.4617	0	0.463917	0.425138	0.523103	0.291557	-3.33566	-0.594076	0
DN	123.053	1140.65	-0.198372	0	-0.0031956	0.727201	0.0201301	5.81977	0.0244174	0	2.32176	1.63601	-0.759761	-0.291128	2.73921	0.149267	0
PUP	129.024	1139.35	-0.255399	-0.0101339	0.000926821	0.812885	0.0125874	1.52674	-0.00539873	0	1.01464	1.05154	-1.01749	0.0110754	0.305594	0.646415	-0.47963
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'16'26-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	111.478	1140.66	-0.225754	0	-0.00531176	0.989771	0.0237462	2.15674	-0.386313	0	1.4753	2.94886	-1.03097	-0.167364	-1.11637	0.433594	0
PMAX	118.769	1138.69	-0.332565	-0.012346	0.00247329	1.05009	0	5.48647	-0.123848	0	0.705342	3.15062	1.4	0.0231936	-0.105454	0.812887	-0.376273
PUP	120.754	1137.99	-0.367473	-0.00368662	0.00562005	1.0481	-0.00118633	4.28612	-0.117473	0	0.0759893	1.9924	1.26273	0.0116996	-0.0281329	0.767797	0.321107
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'14'05-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	123.119	1141.23	0.0910495	0.0250338	0.00319458	1.15755	0.0161116	1.33653	0.34105	0	0.561085	2.43019	-1.72231	0.0236193	0	0.600269	-0.897369
MIN	116.13	1140.95	0	0.00883749	0.00024004	1.03702	0.0212536	4.0985	0	2.2325	0	2.18512	-1.12536	0	0	0.806242	0
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'23'35-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	100.588	1147.37	-0.359907	0.00815561	-0.00158087	0.758605	0.0039106	2.39641	-0.109907	0	0.883825	0.834421	0.71788	-0.0292787	-0.201302	0.277308	0.0234599
DN	114.781	1143.19	-0.231699	0	-0.00352125	0.993166	0.0260398	2.96854	-0.47549	0	2.1915	2.96583	-1.20298	-0.0321175	-0.870336	0.392138	0
PUP	123.39	1140.71	-0.39283	-0.0156183	0.00370339	1.10879	0.0070152	3.41371	-0.14283	0	0.459322	2.23515	0.0969605	0.00402208	0.00163838	0.89122	-0.13177
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'19'11-TupyS-1_3.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	99.2973	1145.36	-0.334995	0.011941	-0.00301765	0.531832	0.0111004	-0.946163	-0.0849945	0	0.59647	-0.0726738	-0.720072	-0.028149	-0.290746	-0.0281021	-0.317896
DN	112.164	1141.64	-0.245072	0	-0.00267985	0.788815	0.0236736	3.47126	-0.676084	0	2.52806	1.94408	-1.02552	-0.00926678	0.382018	0.327979	0
PUP	121.113	1138.98	-0.38464	-0.0121224	0.00360404	0.870776	0.00202572	3.77005	-0.13464	0	0.479193	1.2831	1.09486	0.00373752	0.153471	0.754495	0.135836
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'29'41-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	113.447	1140.8	-0.231	0	-0.000740953	0.771173	0.0245587	4.975	-0.465007	0	3.30362	1.85586	-1.0919	-0.162201	1.24983	0.284794	0
PUP	120.743	1138.91	-0.335641	-0.0146135	0.002788	0.879142	0.00977896	2.18286	-0.0856406	0	0.6424	1.31657	-0.455791	0.00752777	0.195868	0.798705	-0.236777
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'26'08-TupyS-1_1.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	112.477	1139.75	-0.276553	0	-0.00281549	0.885767	0.0295176	3.20736	-1.14829	0	2.4738	2.42884	-1.46382	-0.112402	0.560592	0.468638	0
PUP	120.765	1137.16	-0.386473	-0.00799584	0.00421032	1.00951	0.00785172	2.92031	-0.136473	0	0.357936	1.83804	-0.0703442	0.00858538	0.137714	0.902099	-0.117247
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'33'17-TupyS-1_3.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
PUP	91.3579	1146.27	-0.382678	0.0137132	-0.00214745	0.621908	0.00987318	0.0655742	-0.132678	0	0.77051	0.287632	-0.474636	-0.0286951	-0.229287	0.192132	-0.319403
DN	105.876	1141.88	-0.24099	0	-0.00361648	0.903218	0.0233534	3.12755	-0.614857	0	2.15341	2.51609	-1.00151	-0.065112	-0.266581	0.406108	0
PMAX	112.83	1139.92	-0.363042	-0.0183308	0.00177274	0.959879	0	5.10843	-0.169563	0	0.845453	2.51915	1.4	0.018036	0.044042	0.819259	-0.367947
PUP	114.815	1139.15	-0.409507	-0.0112864	0.00471848	0.957237	-0.00160263	4.02203	-0.159507	0	0.256305	1.62895	1.17947	0.00692302	0.0695871	0.785911	0.254388
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'38'29-TupyS-1_4.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	107.207	1142.19	-0.249224	0	-0.00300269	1.13303	0.0216997	3.72404	-0.738355	0	2.39893	3.66515	-0.877479	-0.167048	-1.03089	0.473737	0
PMAX	112.194	1140.88	-0.302891	-0.0144173	-0.000473925	1.16907	0	6.87582	-0.079336	0	1.10521	3.9835	1.4	0.0199099	-0.14842	0.839372	-0.244419
PUP	116.486	1139.38	-0.377803	-0.000653534	0.00624783	1.14442	-0.00777903	3.54164	-0.127803	0	-0.0495667	2.37768	-0.055805	0.0124055	-0.0214968	0.724375	0.681857
																	
C:\PCS\PCS64e\Curves\2022'12'28-04'42'05-TupyS-1_1.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
DN	93.9799	1146.94	-0.266449	0	-0.00801924	0.469048	-0.00506743	-3.76696	-0.996735	0	0.392302	0.34524	0.369943	0.325972	-3.52817	-0.675512	0
DN	117.109	1140.25	-0.197314	0	-0.00457991	0.732426	0.0260203	5.80465	0.04029	0	1.76804	1.66213	-1.20152	-0.343063	3.65181	0.226966	0
PUP	121.426	1139.34	-0.244733	-0.00878735	0.000752888	0.814965	0.0185875	0.35727	0.00526711	0	1.04942	1.05986	-2.2175	0.0117195	0.355873	0.712561	-0.619935
																	
C:\PCS\PCS64e\Curves\2022'12'28-05'09'59-TupyS-1_2.s2k.out																	
tick	time	temp	der	der2	der3	power	powder	quality	q-der	q-der2	q-der3	q-pow	q-powder	q-ToTAN	q-ToTBP	P-ratio	Wiggle
